ID,Pe_F,Pe_R,Pe_ratio,Span_F,Span_R,Span_ratio,MAG_ID,SLG_ID
k141_140794:149054-149071-149239-149256,12,30,0.71,6,18,0.75,SLG1207_DASTool_bins_18,SLG991
k141_140794:149054-149071-149239-149256,44,64,0.59,22,34,0.61,SLG1207_DASTool_bins_18,SLG620
k141_140794:149054-149071-149239-149256,70,48,0.41,40,28,0.41,SLG1207_DASTool_bins_18,SLG530
k141_140794:149054-149071-149239-149256,52,24,0.32,30,14,0.32,SLG1207_DASTool_bins_18,SLG943
k141_140794:149054-149071-149239-149256,14,22,0.61,9,13,0.59,SLG1207_DASTool_bins_18,SLG1132
k141_140794:149054-149071-149239-149256,32,20,0.38,19,15,0.44,SLG1207_DASTool_bins_18,SLG613
k141_140794:149054-149071-149239-149256,8,10,0.56,6,6,0.5,SLG1207_DASTool_bins_18,SLG618
k141_140794:149054-149071-149239-149256,20,6,0.23,10,4,0.29,SLG1207_DASTool_bins_18,SLG615
k141_140794:149054-149071-149239-149256,20,12,0.38,11,7,0.39,SLG1207_DASTool_bins_18,SLG614
k141_140794:149054-149071-149239-149256,70,30,0.3,39,18,0.32,SLG1207_DASTool_bins_18,SLG192
k141_140794:149054-149071-149239-149256,14,54,0.79,7,37,0.84,SLG1207_DASTool_bins_18,SLG658
k141_140794:149054-149071-149239-149256,66,18,0.21,39,10,0.2,SLG1207_DASTool_bins_18,SLG941
k141_140794:149054-149071-149239-149256,0,20,1.0,0,11,1.0,SLG1207_DASTool_bins_18,SLG940
k141_143202:127480-127499-127531-127550,48,6,0.11,30,4,0.12,SLG1208_DASTool_bins_74_sub,SLG1215
k141_143348:56387-56410-56637-56660,0,6,1.0,0,5,1.0,SLG659_DASTool_bins_114,SLG614
k141_143365:2349-2370-2456-2477,44,12,0.21,30,4,0.12,SLG191_DASTool_bins_89,SLG886
k141_143365:2349-2370-2456-2477,10,8,0.44,8,6,0.43,SLG191_DASTool_bins_89,SLG595
k141_143365:2349-2370-2456-2477,32,8,0.2,24,5,0.17,SLG191_DASTool_bins_89,SLG1214
k141_14507:9191-9211-9367-9387,134,8,0.06,78,7,0.08,SLG654_DASTool_bins_35,SLG1216
k141_14507:9191-9211-9367-9387,50,6,0.11,28,4,0.12,SLG654_DASTool_bins_35,SLG596
k141_14507:9191-9211-9367-9387,112,14,0.11,72,9,0.11,SLG654_DASTool_bins_35,SLG192
k141_14507:9191-9211-9367-9387,100,6,0.06,61,4,0.06,SLG654_DASTool_bins_35,SLG424
k141_14507:9191-9211-9367-9387,144,6,0.04,92,5,0.05,SLG654_DASTool_bins_35,SLG1172
k141_14507:9191-9211-9367-9387,148,6,0.04,96,4,0.04,SLG654_DASTool_bins_35,SLG939
k141_14507:9191-9211-9367-9387,132,6,0.04,74,4,0.05,SLG654_DASTool_bins_35,SLG710
k141_14507:9191-9211-9367-9387,102,6,0.06,57,5,0.08,SLG654_DASTool_bins_35,SLG191
k141_14507:9191-9211-9367-9387,88,8,0.08,48,5,0.09,SLG654_DASTool_bins_35,SLG1213
k141_14507:9191-9211-9367-9387,110,8,0.07,62,5,0.07,SLG654_DASTool_bins_35,SLG778
k141_14507:9191-9211-9367-9387,96,14,0.13,56,12,0.18,SLG654_DASTool_bins_35,SLG594
k141_14507:9191-9211-9367-9387,46,6,0.12,25,4,0.14,SLG654_DASTool_bins_35,SLG1207
k141_145126:12471-12485-12878-12892,18,6,0.25,10,6,0.38,SLG887_DASTool_bins_SLG887_bin.36,SLG596
k141_146443:19334-19356-19634-19656,0,16,1.0,0,8,1.0,SLG221_DASTool_bins_41,SLG220
k141_146443:19334-19356-19634-19656,76,14,0.16,43,8,0.16,SLG221_DASTool_bins_41,SLG1213
k141_146443:19334-19356-19634-19656,2,10,0.83,2,10,0.83,SLG221_DASTool_bins_41,SLG1215
k141_146443:19334-19356-19634-19656,28,18,0.39,19,9,0.32,SLG221_DASTool_bins_41,SLG1010
k141_146443:19334-19356-19634-19656,34,8,0.19,20,4,0.17,SLG221_DASTool_bins_41,SLG944
k141_146443:19334-19356-19634-19656,82,10,0.11,48,5,0.09,SLG221_DASTool_bins_41,SLG613
k141_146443:19334-19356-19634-19656,20,8,0.29,10,4,0.29,SLG221_DASTool_bins_41,SLG776
k141_146443:19334-19356-19634-19656,2,66,0.97,1,45,0.98,SLG221_DASTool_bins_41,SLG888
k141_151585:9346-9364-9499-9517,8,50,0.86,6,30,0.83,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG617
k141_151585:9346-9364-9499-9517,0,46,1.0,0,28,1.0,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG620
k141_151585:9346-9364-9499-9517,2,42,0.95,1,23,0.96,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG595
k141_151585:9346-9364-9499-9517,4,66,0.94,2,48,0.96,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG442
k141_151585:9346-9364-9499-9517,2,30,0.94,2,15,0.88,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG194
k141_151585:9346-9364-9499-9517,40,8,0.17,27,5,0.16,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG1206
k141_151585:9346-9364-9499-9517,6,46,0.88,5,30,0.86,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG938
k141_151585:9346-9364-9499-9517,32,10,0.24,21,4,0.16,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG777
k141_151585:9346-9364-9499-9517,0,32,1.0,0,21,1.0,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG886
k141_151585:9346-9364-9499-9517,0,40,1.0,0,24,1.0,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG596
k141_151585:9346-9364-9499-9517,0,28,1.0,0,18,1.0,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG191
k141_151585:9346-9364-9499-9517,6,48,0.89,4,26,0.87,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG192
k141_151585:9346-9364-9499-9517,52,14,0.21,27,8,0.23,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG422
k141_151585:9346-9364-9499-9517,0,44,1.0,0,35,1.0,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG441
k141_151585:9346-9364-9499-9517,30,30,0.5,20,19,0.49,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG937
k141_151585:9346-9364-9499-9517,6,32,0.84,5,25,0.83,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG888
k141_151585:9346-9364-9499-9517,4,18,0.82,2,10,0.83,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG615
k141_151585:9346-9364-9499-9517,8,8,0.5,6,4,0.4,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG618
k141_151585:9346-9364-9499-9517,8,52,0.87,5,35,0.88,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG887
k141_151585:9346-9364-9499-9517,4,30,0.88,2,19,0.9,SLG326B_DASTool_bins_SLG326B_bin.92_sub,SLG1103
k141_154472:16107-16139-16283-16315,2,30,0.94,0,14,1.0,SLG659_DASTool_bins_SLG659_bin.92,SLG1208
k141_154472:16107-16139-16283-16315,0,20,1.0,0,9,1.0,SLG659_DASTool_bins_SLG659_bin.92,SLG1207
k141_154885:78-118-237-277,0,6,1.0,0,4,1.0,SLG221_DASTool_bins_32_sub,SLG326B
k141_154885:78-118-237-277,0,8,1.0,0,4,1.0,SLG221_DASTool_bins_32_sub,SLG219
k141_154885:78-118-237-277,0,16,1.0,0,14,1.0,SLG221_DASTool_bins_32_sub,SLG193
k141_154885:78-118-237-277,2,14,0.88,2,12,0.86,SLG221_DASTool_bins_32_sub,SLG221
k141_154885:78-118-237-277,0,8,1.0,0,4,1.0,SLG221_DASTool_bins_32_sub,SLG712
k141_154885:78-118-237-277,0,12,1.0,0,9,1.0,SLG221_DASTool_bins_32_sub,SLG660
k141_154885:78-118-237-277,0,6,1.0,0,4,1.0,SLG221_DASTool_bins_32_sub,SLG594
k141_154885:78-118-237-277,0,10,1.0,0,8,1.0,SLG221_DASTool_bins_32_sub,SLG617
k141_154885:78-118-237-277,0,8,1.0,0,5,1.0,SLG221_DASTool_bins_32_sub,SLG657
k141_156303:30639-30661-30759-30781,16,6,0.27,13,4,0.24,SLG779_DASTool_bins_SLG779_bin.13,SLG712
k141_156319:1293-1316-1459-1482,6,6,0.5,2,4,0.67,SLG421_DASTool_bins_SLG421_bin.103,SLG1171
k141_156319:1293-1316-1459-1482,4,6,0.6,0,6,1.0,SLG421_DASTool_bins_SLG421_bin.103,SLG594
k141_156319:1293-1316-1459-1482,8,8,0.5,7,7,0.5,SLG421_DASTool_bins_SLG421_bin.103,SLG596
k141_156319:1293-1316-1459-1482,0,6,1.0,0,5,1.0,SLG421_DASTool_bins_SLG421_bin.103,SLG326B
k141_156319:1293-1316-1459-1482,2,10,0.83,2,5,0.71,SLG421_DASTool_bins_SLG421_bin.103,SLG943
k141_156346:4698-4713-4969-4984,10,6,0.38,4,6,0.6,SLG660_DASTool_bins_SLG660_bin.32_sub,SLG1010
k141_156973:25982-25996-26030-26044,10,6,0.38,10,6,0.38,SLG779_DASTool_bins_SLG779_bin.32,SLG939
k141_156990:50797-50813-51058-51074,6,16,0.73,3,8,0.73,SLG443_DASTool_bins_SLG443_bin.96,SLG1102
k141_157293:15789-15806-16521-16538,74,10,0.12,36,6,0.14,SLG193_DASTool_bins_10,SLG614
k141_157293:15789-15806-16521-16538,108,20,0.16,63,8,0.11,SLG193_DASTool_bins_10,SLG613
k141_157293:15789-15806-16521-16538,58,14,0.19,33,7,0.18,SLG193_DASTool_bins_10,SLG944
k141_157293:15789-15806-16521-16538,172,24,0.12,100,16,0.14,SLG193_DASTool_bins_10,SLG938
k141_157293:15789-15806-16521-16538,66,8,0.11,30,4,0.12,SLG193_DASTool_bins_10,SLG595
k141_157293:15789-15806-16521-16538,132,14,0.1,75,8,0.1,SLG193_DASTool_bins_10,SLG594
k141_157293:15789-15806-16521-16538,132,8,0.06,74,5,0.06,SLG193_DASTool_bins_10,SLG778
k141_157293:15789-15806-16521-16538,20,22,0.52,13,14,0.52,SLG193_DASTool_bins_10,SLG1208
k141_157293:15789-15806-16521-16538,118,20,0.14,76,10,0.12,SLG193_DASTool_bins_10,SLG1172
k141_157293:15789-15806-16521-16538,76,10,0.12,39,6,0.13,SLG193_DASTool_bins_10,SLG192
k141_157293:15789-15806-16521-16538,46,22,0.32,31,11,0.26,SLG193_DASTool_bins_10,SLG328B
k141_157293:15789-15806-16521-16538,126,14,0.1,77,9,0.1,SLG193_DASTool_bins_10,SLG326B
k141_157293:15789-15806-16521-16538,150,10,0.06,82,6,0.07,SLG193_DASTool_bins_10,SLG776
k141_157293:15789-15806-16521-16538,76,10,0.12,53,5,0.09,SLG193_DASTool_bins_10,SLG219
k141_157293:15789-15806-16521-16538,14,10,0.42,5,5,0.5,SLG193_DASTool_bins_10,SLG1102
k141_157293:15789-15806-16521-16538,58,8,0.12,33,4,0.11,SLG193_DASTool_bins_10,SLG1213
k141_157293:15789-15806-16521-16538,124,28,0.18,67,18,0.21,SLG193_DASTool_bins_10,SLG1214
k141_157293:15789-15806-16521-16538,104,22,0.17,63,13,0.17,SLG193_DASTool_bins_10,SLG1103
k141_157293:15789-15806-16521-16538,262,106,0.29,146,73,0.33,SLG193_DASTool_bins_10,SLG615
k141_157293:15789-15806-16521-16538,20,12,0.38,9,6,0.4,SLG193_DASTool_bins_10,SLG992
k141_157293:15789-15806-16521-16538,78,10,0.11,37,7,0.16,SLG193_DASTool_bins_10,SLG779
k141_157293:15789-15806-16521-16538,104,14,0.12,56,6,0.1,SLG193_DASTool_bins_10,SLG1216
k141_157293:15789-15806-16521-16538,110,22,0.17,64,12,0.16,SLG193_DASTool_bins_10,SLG654
k141_157293:15789-15806-16521-16538,36,12,0.25,19,7,0.27,SLG193_DASTool_bins_10,SLG711
k141_157293:15789-15806-16521-16538,120,14,0.1,65,7,0.1,SLG193_DASTool_bins_10,SLG710
k141_157293:15789-15806-16521-16538,110,12,0.1,57,9,0.14,SLG193_DASTool_bins_10,SLG709
k141_157293:15789-15806-16521-16538,40,26,0.39,22,16,0.42,SLG193_DASTool_bins_10,SLG656
k141_157293:15789-15806-16521-16538,208,16,0.07,116,9,0.07,SLG193_DASTool_bins_10,SLG660
k141_157293:15789-15806-16521-16538,80,24,0.23,45,15,0.25,SLG193_DASTool_bins_10,SLG888
k141_158040:256548-256572-256718-256742,16,6,0.27,11,4,0.27,SLG326B_DASTool_bins_SLG326B_bin.010,SLG1103
k141_159705:52859-52882-53065-53088,4,48,0.92,3,26,0.9,SLG710_DASTool_bins_30,SLG659
k141_159705:52859-52882-53065-53088,236,38,0.14,131,17,0.11,SLG710_DASTool_bins_30,SLG889
k141_159705:52859-52882-53065-53088,16,24,0.6,11,9,0.45,SLG710_DASTool_bins_30,SLG1206
k141_159705:52859-52882-53065-53088,2,70,0.97,1,41,0.98,SLG710_DASTool_bins_30,SLG658
k141_159705:52859-52882-53065-53088,4,56,0.93,2,33,0.94,SLG710_DASTool_bins_30,SLG441
k141_159705:52859-52882-53065-53088,16,10,0.38,9,5,0.36,SLG710_DASTool_bins_30,SLG222
k141_159705:52859-52882-53065-53088,2,18,0.9,1,10,0.91,SLG710_DASTool_bins_30,SLG443
k141_159705:52859-52882-53065-53088,76,18,0.19,45,10,0.18,SLG710_DASTool_bins_30,SLG656
k141_159705:52859-52882-53065-53088,8,26,0.76,4,10,0.71,SLG710_DASTool_bins_30,SLG326B
k141_159705:52859-52882-53065-53088,10,74,0.88,4,44,0.92,SLG710_DASTool_bins_30,SLG657
k141_159705:52859-52882-53065-53088,48,56,0.54,26,30,0.54,SLG710_DASTool_bins_30,SLG613
k141_159705:52859-52882-53065-53088,132,14,0.1,67,7,0.09,SLG710_DASTool_bins_30,SLG711
k141_159705:52859-52882-53065-53088,90,22,0.2,46,14,0.23,SLG710_DASTool_bins_30,SLG1121
k141_159705:52859-52882-53065-53088,8,14,0.64,5,6,0.55,SLG710_DASTool_bins_30,SLG530
k141_159705:52859-52882-53065-53088,38,20,0.34,19,8,0.3,SLG710_DASTool_bins_30,SLG776
k141_159705:52859-52882-53065-53088,10,64,0.86,5,30,0.86,SLG710_DASTool_bins_30,SLG442
k141_159705:52859-52882-53065-53088,2,14,0.88,2,8,0.8,SLG710_DASTool_bins_30,SLG617
k141_159705:52859-52882-53065-53088,2,10,0.83,0,6,1.0,SLG710_DASTool_bins_30,SLG1156
k141_159705:52859-52882-53065-53088,90,28,0.24,51,13,0.2,SLG710_DASTool_bins_30,SLG779
k141_159705:52859-52882-53065-53088,54,8,0.13,27,4,0.13,SLG710_DASTool_bins_30,SLG944
k141_159705:52859-52882-53065-53088,64,6,0.09,38,4,0.1,SLG710_DASTool_bins_30,SLG887
k141_159705:52859-52882-53065-53088,94,10,0.1,60,4,0.06,SLG710_DASTool_bins_30,SLG938
k141_161133:130588-130609-130695-130716,46,6,0.12,30,5,0.14,SLG191_DASTool_bins_89,SLG424
k141_161133:2130-2151-2237-2258,24,6,0.2,20,6,0.23,SLG191_DASTool_bins_89,SLG710
k141_161400:1850-1872-1983-2005,18,8,0.31,13,6,0.32,SLG618_DASTool_bins_SLG618_bin.70,SLG992
k141_161400:1850-1872-1983-2005,6,6,0.5,4,6,0.6,SLG618_DASTool_bins_SLG618_bin.70,SLG1216
k141_161400:1850-1872-1983-2005,26,12,0.32,17,8,0.32,SLG618_DASTool_bins_SLG618_bin.70,SLG1207
k141_161400:1850-1872-1983-2005,8,22,0.73,4,11,0.73,SLG618_DASTool_bins_SLG618_bin.70,SLG1171
k141_163002:2602-2631-3007-3036,2,6,0.75,0,4,1.0,SLG1205_DASTool_bins_SLG1205_bin.33,SLG777
k141_163002:2602-2631-3007-3036,0,10,1.0,0,4,1.0,SLG1205_DASTool_bins_SLG1205_bin.33,SLG991
k141_163002:2602-2631-3007-3036,2,26,0.93,1,14,0.93,SLG1205_DASTool_bins_SLG1205_bin.33,SLG1132
k141_163002:2602-2631-3007-3036,12,10,0.45,8,6,0.43,SLG1205_DASTool_bins_SLG1205_bin.33,SLG1155.554
k141_163320:14387-14418-14514-14545,6,8,0.57,3,4,0.57,SLG219_DASTool_bins_SLG219_bin.41,SLG943
k141_163320:14387-14418-14514-14545,0,20,1.0,0,13,1.0,SLG219_DASTool_bins_SLG219_bin.41,SLG1172
k141_163320:14387-14418-14514-14545,0,6,1.0,0,5,1.0,SLG219_DASTool_bins_SLG219_bin.41,SLG614
k141_164360:253961-253978-254146-254163,2,10,0.83,0,5,1.0,SLG1121_DASTool_bins_20,SLG1216
k141_164360:253961-253978-254146-254163,4,6,0.6,2,6,0.75,SLG1121_DASTool_bins_20,SLG1214
k141_164817:21078-21104-21300-21326,2,8,0.8,0,5,1.0,SLG712_DASTool_bins_SLG712_bin.26,SLG992
k141_166783:36475-36499-36874-36898,226,20,0.08,130,10,0.07,SLG710_DASTool_bins_30,SLG889
k141_166783:36475-36499-36874-36898,162,10,0.06,97,5,0.05,SLG710_DASTool_bins_30,SLG711
k141_168241:28977-29004-29116-29143,6,8,0.57,1,5,0.83,SLG220_DASTool_bins_SLG220_bin.48,SLG1171
k141_173820:60437-60456-60544-60563,44,6,0.12,23,4,0.15,SLG1208_DASTool_bins_12,SLG1207
k141_176238:28361-28380-28469-28488,0,12,1.0,0,8,1.0,SLG1007_DASTool_bins_89,SLG192
k141_176238:28361-28380-28469-28488,0,10,1.0,0,7,1.0,SLG1007_DASTool_bins_89,SLG1206
k141_176238:28361-28380-28469-28488,4,6,0.6,0,4,1.0,SLG1007_DASTool_bins_89,SLG1205
k141_176238:28361-28380-28469-28488,0,6,1.0,0,4,1.0,SLG1007_DASTool_bins_89,SLG444
k141_176238:28361-28380-28469-28488,0,6,1.0,0,4,1.0,SLG1007_DASTool_bins_89,SLG776
k141_176530:31717-31735-31830-31848,2,6,0.75,1,4,0.8,SLG1009_DASTool_bins_SLG1009_bin.5,SLG1207
k141_178555:8731-8746-8910-8925,0,10,1.0,0,7,1.0,SLG658_DASTool_bins_82,SLG1120
k141_178555:8731-8746-8910-8925,0,8,1.0,0,4,1.0,SLG658_DASTool_bins_82,SLG617
k141_178555:8731-8746-8910-8925,0,6,1.0,0,4,1.0,SLG658_DASTool_bins_82,SLG421
k141_179569:148983-149006-149343-149366,2,12,0.86,2,9,0.82,SLG1010_DASTool_bins_SLG1010_bin.81,SLG778
k141_179569:148983-149006-149343-149366,0,8,1.0,0,4,1.0,SLG1010_DASTool_bins_SLG1010_bin.81,SLG886
k141_179943:45144-45163-45345-45364,30,36,0.55,14,20,0.59,SLG618_DASTool_bins_SLG618_bin.78,SLG712
k141_179943:52113-52128-52241-52256,18,6,0.25,13,5,0.28,SLG618_DASTool_bins_SLG618_bin.78,SLG660
k141_179943:52113-52128-52241-52256,12,14,0.54,5,7,0.58,SLG618_DASTool_bins_SLG618_bin.78,SLG618
k141_179943:52113-52128-52241-52256,4,8,0.67,3,4,0.57,SLG618_DASTool_bins_SLG618_bin.78,SLG1105
k141_179943:52113-52128-52241-52256,0,12,1.0,0,9,1.0,SLG618_DASTool_bins_SLG618_bin.78,SLG779
k141_179943:52113-52128-52241-52256,24,30,0.56,17,22,0.56,SLG618_DASTool_bins_SLG618_bin.78,SLG712
k141_179943:52113-52128-52241-52256,4,12,0.75,4,8,0.67,SLG618_DASTool_bins_SLG618_bin.78,SLG221
k141_18064:120-157-585-622,2,8,0.8,1,4,0.8,SLG659_DASTool_bins_115_sub,SLG779
k141_18064:120-157-585-622,0,8,1.0,0,5,1.0,SLG659_DASTool_bins_115_sub,SLG939
k141_18064:120-157-585-622,0,12,1.0,0,8,1.0,SLG659_DASTool_bins_115_sub,SLG940
k141_18064:120-157-585-622,0,10,1.0,0,4,1.0,SLG659_DASTool_bins_115_sub,SLG1157
k141_18064:120-157-585-622,14,14,0.5,10,7,0.41,SLG659_DASTool_bins_115_sub,SLG618
k141_18064:120-157-585-622,8,52,0.87,4,26,0.87,SLG659_DASTool_bins_115_sub,SLG712
k141_18064:120-157-585-622,6,58,0.91,4,28,0.88,SLG659_DASTool_bins_115_sub,SLG1009
k141_18064:120-157-585-622,0,36,1.0,0,13,1.0,SLG659_DASTool_bins_115_sub,SLG1010
k141_18064:120-157-585-622,0,12,1.0,0,7,1.0,SLG659_DASTool_bins_115_sub,SLG1008
k141_18064:120-157-585-622,0,6,1.0,0,4,1.0,SLG659_DASTool_bins_115_sub,SLG220
k141_18064:120-157-585-622,8,46,0.85,2,23,0.92,SLG659_DASTool_bins_115_sub,SLG221
k141_18064:120-157-585-622,2,16,0.89,1,6,0.86,SLG659_DASTool_bins_115_sub,SLG656
k141_18064:120-157-585-622,8,40,0.83,5,23,0.82,SLG659_DASTool_bins_115_sub,SLG778
k141_18064:120-157-585-622,0,6,1.0,0,4,1.0,SLG659_DASTool_bins_115_sub,SLG444
k141_18064:120-157-585-622,6,14,0.7,3,7,0.7,SLG659_DASTool_bins_115_sub,SLG1215
k141_18064:120-157-585-622,0,12,1.0,0,9,1.0,SLG659_DASTool_bins_115_sub,SLG1216
k141_18064:120-157-585-622,6,10,0.62,4,7,0.64,SLG659_DASTool_bins_115_sub,SLG889
k141_18064:120-157-585-622,0,8,1.0,0,5,1.0,SLG659_DASTool_bins_115_sub,SLG194
k141_18064:120-157-585-622,0,10,1.0,0,5,1.0,SLG659_DASTool_bins_115_sub,SLG1105
k141_18064:120-157-585-622,0,14,1.0,0,8,1.0,SLG659_DASTool_bins_115_sub,SLG1104
k141_18475:35617-35637-35726-35746,78,8,0.09,60,8,0.12,SLG191_DASTool_bins_89,SLG776
k141_18475:35617-35637-35726-35746,12,6,0.33,11,5,0.31,SLG191_DASTool_bins_89,SLG710
k141_18475:35617-35637-35726-35746,4,8,0.67,4,4,0.5,SLG191_DASTool_bins_89,SLG615
k141_185018:35511-35530-35815-35834,14,8,0.36,8,4,0.33,SLG530_DASTool_bins_SLG530_bin.026,SLG1215
k141_186064:3188-3216-3583-3611,10,8,0.44,5,4,0.44,SLG1122_DASTool_bins_78,SLG1122
k141_186064:3188-3216-3583-3611,16,14,0.47,12,9,0.43,SLG1122_DASTool_bins_78,SLG1123
k141_187804:2907-2924-3011-3028,2,8,0.8,2,7,0.78,SLG443_DASTool_bins_91_sub,SLG1206
k141_188304:2831-2850-2918-2937,0,10,1.0,0,4,1.0,SLG193_DASTool_bins_10,SLG326B
k141_188304:2831-2850-2918-2937,38,10,0.21,25,4,0.14,SLG193_DASTool_bins_10,SLG657
k141_188304:2831-2850-2918-2937,18,12,0.4,11,5,0.31,SLG193_DASTool_bins_10,SLG1214
k141_188304:2831-2850-2918-2937,14,8,0.36,6,4,0.4,SLG193_DASTool_bins_10,SLG441
k141_188304:2831-2850-2918-2937,36,18,0.33,25,9,0.26,SLG193_DASTool_bins_10,SLG1213
k141_188597:29146-29158-29274-29286,18,8,0.31,10,4,0.29,SLG530_DASTool_bins_SLG530_bin.103,SLG326B
k141_189757:119481-119497-119876-119892,6,8,0.57,4,4,0.5,SLG1171_DASTool_bins_9,SLG1171
k141_189757:119481-119497-119876-119892,2,10,0.83,1,5,0.83,SLG1171_DASTool_bins_9,SLG1133
k141_189757:119481-119497-119876-119892,4,10,0.71,2,7,0.78,SLG1171_DASTool_bins_9,SLG776
k141_189757:119481-119497-119876-119892,26,18,0.41,15,9,0.38,SLG1171_DASTool_bins_9,SLG1213
k141_189757:119481-119497-119876-119892,4,8,0.67,2,4,0.67,SLG1171_DASTool_bins_9,SLG941
k141_189757:119481-119497-119876-119892,8,18,0.69,6,9,0.6,SLG1171_DASTool_bins_9,SLG939
k141_189757:119481-119497-119876-119892,24,22,0.48,15,13,0.46,SLG1171_DASTool_bins_9,SLG1214
k141_189757:119481-119497-119876-119892,20,10,0.33,9,5,0.36,SLG1171_DASTool_bins_9,SLG657
k141_189757:119481-119497-119876-119892,0,8,1.0,0,4,1.0,SLG1171_DASTool_bins_9,SLG658
k141_189757:119481-119497-119876-119892,16,10,0.38,10,5,0.33,SLG1171_DASTool_bins_9,SLG709
k141_189757:119481-119497-119876-119892,2,6,0.75,1,5,0.83,SLG1171_DASTool_bins_9,SLG620
k141_189757:119481-119497-119876-119892,4,16,0.8,3,11,0.79,SLG1171_DASTool_bins_9,SLG595
k141_189757:119481-119497-119876-119892,0,14,1.0,0,9,1.0,SLG1171_DASTool_bins_9,SLG530
k141_189757:119481-119497-119876-119892,8,8,0.5,4,4,0.5,SLG1171_DASTool_bins_9,SLG443
k141_189757:119481-119497-119876-119892,6,8,0.57,2,4,0.67,SLG1171_DASTool_bins_9,SLG421
k141_189757:119481-119497-119876-119892,18,26,0.59,10,17,0.63,SLG1171_DASTool_bins_9,SLG1172
k141_189757:119481-119497-119876-119892,2,16,0.89,0,8,1.0,SLG1171_DASTool_bins_9,SLG193
k141_189757:119481-119497-119876-119892,16,26,0.62,8,14,0.64,SLG1171_DASTool_bins_9,SLG442
k141_189757:119481-119497-119876-119892,4,10,0.71,3,7,0.7,SLG1171_DASTool_bins_9,SLG219
k141_189757:119481-119497-119876-119892,8,18,0.69,6,8,0.57,SLG1171_DASTool_bins_9,SLG1122
k141_189757:119481-119497-119876-119892,20,12,0.38,9,7,0.44,SLG1171_DASTool_bins_9,SLG192
k141_189757:119481-119497-119876-119892,16,18,0.53,10,11,0.52,SLG1171_DASTool_bins_9,SLG422
k141_189757:119481-119497-119876-119892,0,8,1.0,0,4,1.0,SLG1171_DASTool_bins_9,SLG191
k141_189757:119481-119497-119876-119892,6,10,0.62,4,7,0.64,SLG1171_DASTool_bins_9,SLG1121
k141_189757:119481-119497-119876-119892,16,32,0.67,6,20,0.77,SLG1171_DASTool_bins_9,SLG1215
k141_189757:119481-119497-119876-119892,6,10,0.62,4,5,0.56,SLG1171_DASTool_bins_9,SLG1216
k141_190612:17521-17547-17799-17825,18,14,0.44,13,6,0.32,SLG1009_DASTool_bins_SLG1009_bin.39,SLG221
k141_190612:17521-17547-17799-17825,0,8,1.0,0,4,1.0,SLG1009_DASTool_bins_SLG1009_bin.39,SLG779
k141_190951:5753-5777-5967-5991,6,10,0.62,3,6,0.67,SLG422_DASTool_bins_141,SLG1103
k141_192211:13575-13595-13756-13776,4,18,0.82,3,10,0.77,SLG422_DASTool_bins_SLG422_bin.109,SLG593
k141_192211:13575-13595-13756-13776,16,8,0.33,9,5,0.36,SLG422_DASTool_bins_SLG422_bin.109,SLG1132
k141_192211:13575-13595-13756-13776,2,8,0.8,1,7,0.88,SLG422_DASTool_bins_SLG422_bin.109,SLG1172
k141_192211:13575-13595-13756-13776,0,18,1.0,0,10,1.0,SLG422_DASTool_bins_SLG422_bin.109,SLG594
k141_192211:13575-13595-13756-13776,8,10,0.56,6,7,0.54,SLG422_DASTool_bins_SLG422_bin.109,SLG709
k141_192211:13575-13595-13756-13776,8,10,0.56,4,8,0.67,SLG422_DASTool_bins_SLG422_bin.109,SLG991
k141_192211:13575-13595-13756-13776,0,10,1.0,0,5,1.0,SLG422_DASTool_bins_SLG422_bin.109,SLG529
k141_192211:13575-13595-13756-13776,2,36,0.95,1,24,0.96,SLG422_DASTool_bins_SLG422_bin.109,SLG595
k141_192211:13575-13595-13756-13776,4,18,0.82,2,14,0.88,SLG422_DASTool_bins_SLG422_bin.109,SLG422
k141_192567:47089-47124-47359-47394,0,10,1.0,0,6,1.0,SLG529_DASTool_bins_SLG529_bin.52_sub,SLG194
k141_192567:47089-47124-47359-47394,0,6,1.0,0,4,1.0,SLG529_DASTool_bins_SLG529_bin.52_sub,SLG444
k141_192907:1676-1698-1952-1974,22,6,0.21,14,4,0.22,SLG220_DASTool_bins_SLG220_bin.48,SLG221
