MAG_ID	Species
MGYG000000898	UBA5394 sp900542615
MGYG000000899	UMGS1241 sp900549955
MGYG000000900	UMGS902 sp900546635
MGYG000000901	Acidaminococcus fermentans
MGYG000000902	Clostridium neonatale
MGYG000000903	CAG-269 sp900553985
MGYG000000904	Collinsella sp900553415
MGYG000000905	Collinsella sp900555555
MGYG000000906	Phocaeicola sp900552075
MGYG000000907	Collinsella sp900551665
MGYG000000908	Beduini sp900550005
MGYG000000909	UBA9502 sp900538475
MGYG000000910	An92 sp900199495
MGYG000000911	Slackia_A sp900553775
MGYG000000913	Blautia sp900556555
MGYG000000914	Fusobacterium_A sp900015295
MGYG000000915	Clostridium nigeriense
MGYG000000916	Lactobacillus porci
MGYG000000917	Phascolarctobacterium sp900551745
MGYG000000918	Sutterella sp900545275
MGYG000000919	Niameybacter sp900551325
MGYG000000920	Gemmiger sp900548355
MGYG000000921	Dysosmobacter sp900546705
MGYG000000922	UMGS416 sp900542005
MGYG000000923	Phocaeicola sp900552645
MGYG000000924	An172 sp002160515
MGYG000000925	Collinsella sp900544115
MGYG000000926	Veillonella sp900549845
MGYG000000927	Phascolarctobacterium_A sp900545025
MGYG000000928	Collinsella sp003437035
MGYG000000929	CAG-273 sp000437855
MGYG000000930	Absicoccus porci
MGYG000000931	UMGS75 sp900538885
MGYG000000932	UMGS577 sp900543525
MGYG000000933	CAG-314 sp000437915
MGYG000000935	UMGS1532 sp900552605
MGYG000000936	Collinsella sp900544235
MGYG000000937	UMGS403 sp900541975
MGYG000000938	UBA5446 sp900546485
MGYG000000939	UMGS1241 sp900540495
MGYG000000940	Collinsella sp900548935
MGYG000000941	CAG-1031 sp000431215
MGYG000000942	UMGS692 sp900544545
MGYG000000943	Eubacterium_R sp900555015
MGYG000000944	CAG-1427 sp900538545
MGYG000000945	CAG-245 sp900552135
MGYG000000946	Collinsella sp900552685
MGYG000000947	Collinsella sp900553935
MGYG000000948	UMGS1994 sp900553945
MGYG000000949	Collinsella sp900551195
MGYG000000950	CAG-269 sp900553125
MGYG000000951	GCA-900066495 sp900545985
MGYG000000952	UBA4855 sp900540365
MGYG000000953	Fusobacterium_A sp900549465
MGYG000000955	Collinsella sp900557505
MGYG000000956	Barnesiella sp900538705
MGYG000000958	CAG-776 sp000438195
MGYG000000959	Ruminococcus sp900752785
MGYG000000960	UBA11517 sp900555365
MGYG000000962	Rs-D84 sp900546185
MGYG000000963	CAG-617 sp900553285
MGYG000000964	Phocaeicola salanitronis
MGYG000000965	PeH17 sp900542285
MGYG000000966	Blautia_A sp900553515
MGYG000000967	UMGS1441 sp900543365
MGYG000000968	Veillonella_A seminalis
MGYG000000969	Eubacterium_I sp900546495
MGYG000000970	UMGS1880 sp900555875
MGYG000000971	UMGS1518 sp900552575
MGYG000000972	UMGS1491 sp900552265
MGYG000000973	UMGS1490 sp900552245
MGYG000000974	UBA4855 sp900540395
MGYG000000975	UBA4855 sp900545015
MGYG000000976	CAG-492 sp900557195
MGYG000000977	Clostridium sp900539375
MGYG000000978	Streptococcus mitis_D
MGYG000000979	Collinsella sp900541285
MGYG000000980	CAG-1427 sp000435475
MGYG000000981	Collinsella sp900542235
MGYG000000982	CAG-354 sp900552655
MGYG000000984	Collinsella sp900549215
MGYG000000985	Collinsella sp900540095
MGYG000000986	Collinsella aerofaciens_F
MGYG000000987	Merdimonas sp900553355
MGYG000000988	Anaerostipes rhamnosivorans
MGYG000000989	Niameybacter sp900549765
MGYG000000990	Blautia sp900539145
MGYG000000991	UMGS680 sp900544525
MGYG000000992	UBA737 sp900547445
MGYG000000993	Haemophilus_D sp900756155
MGYG000000994	Dialister sp900541485
MGYG000000995	Collinsella sp900540985
MGYG000000996	Collinsella sp900547345
MGYG000000997	Roseburia sp900548205
MGYG000000998	TM7x sp900556885
MGYG000001000	UBA4716 sp900556575
MGYG000001001	Prevotella sp900540375
MGYG000001002	Collinsella sp900541125
MGYG000001003	Collinsella sp900543845
MGYG000001004	CAG-56 sp900539525
MGYG000001005	Faecalimonas sp900550235
MGYG000001006	Pauljensenia sp000278725
MGYG000001007	Intestinibacter sp900540355
MGYG000001008	Clostridium_AQ sp900552125
MGYG000001010	Veillonella sp900538355
MGYG000001011	Anaerococcus sp900551095
MGYG000001012	Porphyromonas sp900539155
MGYG000001013	Ezakiella sp900540185
MGYG000001014	Varibaculum timonense
MGYG000001015	Gemmiger sp900556255
MGYG000001016	UMGS1537 sp900543695
MGYG000001017	Lactococcus garvieae_B
MGYG000001018	Mediterraneibacter sp900751785
MGYG000001019	Collinsella sp900751755
MGYG000001021	Ruminococcus_C sp000980705
MGYG000001022	Collinsella sp900751695
MGYG000001023	UMGS1590 sp900552455
MGYG000001024	HGM11521 sp900751885
MGYG000001025	Collinsella sp900768795
MGYG000001026	CAG-1427 sp900555755
MGYG000001027	CAG-56 sp900752065
MGYG000001029	CAG-217 sp000436335
MGYG000001030	CAG-485 sp900760735
MGYG000001031	CAG-269 sp900556945
MGYG000001034	Prevotella sp900554695
MGYG000001035	Pseudomonas_E putida_P
MGYG000001036	CAG-1031 sp900752535
MGYG000001037	DTU089 sp002440045
MGYG000001039	Phocaeicola sp900553185
MGYG000001040	Prevotella sp900554045
MGYG000001041	UMGS1648 sp900553765
MGYG000001042	Prevotella sp000436595
MGYG000001043	CAG-877 sp900753325
MGYG000001044	Campylobacter sp900753405
MGYG000001045	Enterocloster sp005845215
MGYG000001046	CAG-103 sp004556965
MGYG000001050	UBA11490 sp003524095
MGYG000001053	CAG-631 sp900754115
MGYG000001054	Succinivibrio sp900555115
MGYG000001055	CAG-484 sp000431315
MGYG000001056	Prevotella sp900556395
MGYG000001057	Negativibacillus sp000435195
MGYG000001058	UBA6398 sp900550635
MGYG000001059	Porphyromonas_A somerae
MGYG000001060	Dialister hominis
MGYG000001062	CAG-1427 sp900556585
MGYG000001063	Robinsoniella sp900540475
MGYG000001064	Streptococcus sp900755085
MGYG000001065	Enterocloster sp900538485
MGYG000001066.1	F0422 sp001553345
MGYG000001067	UMGS1590 sp900553245
MGYG000001068	Streptococcus sp000187445
MGYG000001069	UBA4871 sp900554535
MGYG000001070	F0422 sp900544365
MGYG000001071	Haemophilus_A sputorum
MGYG000001072	CAG-317 sp900543415
MGYG000001073	Fusobacterium_B sp900554885
MGYG000001074	Prevotella sp002251365
MGYG000001076	CAG-411 sp000437275
MGYG000001077	Limosilactobacillus oris
MGYG000001078	Rothia sp001808955
MGYG000001079	Campylobacter_B sp900539505
MGYG000001080	Staphylococcus haemolyticus_A
MGYG000001081	Acutalibacter sp900755895
MGYG000001082	Ruminococcus_E sp900755995
MGYG000001083	CAG-873 sp900755985
MGYG000001084	Collinsella sp900555955
MGYG000001085	RC9 sp000434935
MGYG000001086	Collinsella sp900552995
MGYG000001087	Anaerostipes sp900756035
MGYG000001088	Haemophilus_D parainfluenzae_L
MGYG000001089	Clostridium sp000435835
MGYG000001090	CAG-1427 sp900540345
MGYG000001091	Citrobacter_A sp009363175
MGYG000001092	Collinsella aerofaciens_J
MGYG000001093	Flavobacterium lindanitolerans
MGYG000001094	Azonexus sp900549295
MGYG000001095	Chryseobacterium gambrini
MGYG000001096	Collinsella aerofaciens_K
MGYG000001097	Prevotella pectinovora
MGYG000001098	Eubacterium_R sp002493325
MGYG000001099	Collinsella sp900551015
MGYG000001100	Weissella viridescens
MGYG000001101	HGM11523 sp900756545
MGYG000001102	UBA7185 sp900756555
MGYG000001103	UMGS1600 sp900553315
MGYG000001105	Collinsella sp003469205
MGYG000001107	Collinsella sp900756725
MGYG000001108	Collinsella sp900756765
MGYG000001109	CAG-110 sp900544975
MGYG000001110	CAG-269 sp000431335
MGYG000001113	Duodenibacillus sp900552545
MGYG000001115	Agathobaculum sp900544475
MGYG000001116	UMGS1279 sp900550315
MGYG000001117	Phascolarctobacterium_A sp900547415
MGYG000001118	HGM11808 sp900757025
MGYG000001120	Butyricicoccus_A sp002395695
MGYG000001121	Collinsella sp900757205
MGYG000001122	Collinsella sp900757185
MGYG000001123	Collinsella sp900757265
MGYG000001124	Collinsella sp900757285
MGYG000001125	UMGS1491 sp900757335
MGYG000001126	Collinsella sp900757505
MGYG000001127	Collinsella sp900757385
MGYG000001129	Ruminococcus_C sp000437255
MGYG000001130	Collinsella sp900757615
MGYG000001131	Prevotella sp900543585
MGYG000001132	UBA1685 sp002320595
MGYG000001134	Collinsella sp900757495
MGYG000001135	Collinsella sp900757465
MGYG000001136	CAG-103 sp900543625
MGYG000001138	Collinsella sp003469205
MGYG000001139	Collinsella sp900757595
MGYG000001140	Collinsella sp900757705
MGYG000001141	CAG-303 sp000437755
MGYG000001145	TM7x sp900556355
MGYG000001146	UBA737 sp900543215
MGYG000001148	Fusobacterium_A varium_A
MGYG000001149	Fusobacterium_B sp900554355
MGYG000001151	Ruminococcus_C sp000433635
MGYG000001152	Collinsella sp900552425
MGYG000001153	CAG-1427 sp900546175
MGYG000001154	CAG-1427 sp000431675
MGYG000001155	UBA738 sp004557735
MGYG000001156	SFHK01 sp004556395
MGYG000001157	Gemmiger sp900540775
MGYG000001158	Collinsella sp900759335
MGYG000001159	Bifidobacterium pullorum
MGYG000001160	CAG-274 sp000432155
MGYG000001161	Collinsella sp900548265
MGYG000001162	UBA1822 sp900545365
MGYG000001163	CAG-1427 sp900542265
MGYG000001164	Prevotella lascolaii
MGYG000001165	Collinsella sp900758845
MGYG000001166	F23-B02 sp004557075
MGYG000001167	CAG-1427 sp000434775
MGYG000001168	CAG-1427 sp000436075
MGYG000001170	UMGS1603 sp900759005
MGYG000001171	UMGS1590 sp900759105
MGYG000001172	Fusobacterium sp000235465
MGYG000001173	Collinsella sp900759335
MGYG000001174	UBA5446 sp900759385
MGYG000001175	UMGS1754 sp900759475
MGYG000001176	Collinsella sp002391315
MGYG000001177	Massilicoli timonensis
MGYG000001178	Anaerosacchariphilus sp900553635
MGYG000001179	Collinsella sp900759565
MGYG000001180	Muribaculum sp001701195
MGYG000001182	CAG-269 sp000435535
MGYG000001183	UMGS1441 sp900551755
MGYG000001184	UBA7057 sp900542735
MGYG000001185	CAG-269 sp900554565
MGYG000001186	Agathobacter sp900547695
MGYG000001187	UMGS1472 sp900552095
MGYG000001188	Collinsella sp900541745
MGYG000001190	Collinsella sp900759435
MGYG000001191	UMGS973 sp900547295
MGYG000001192	UBA1777 sp900549865
MGYG000001193	UBA4285 sp900545225
MGYG000001194	QAMH01 sp003149935
MGYG000001198	CAG-1427 sp900551155
MGYG000001199	CAG-81 sp900541255
MGYG000001200	Collinsella sp900549025
MGYG000001201	CAG-451 sp900758495
MGYG000001202	Ruminococcus_D sp900539095
MGYG000001203	Collinsella sp900556415
MGYG000001204	NK3B98 sp900758315
MGYG000001206	UMGS1491 sp900554775
MGYG000001208	Enterococcus_C dispar
MGYG000001209	Porphyromonas uenonis_A
MGYG000001210	Mediterraneibacter sp900553885
MGYG000001211	Porphyromonas sp900548415
MGYG000001212	Acutalibacter sp900759575
MGYG000001213	Parolsenella sp900544655
MGYG000001214	Lancefieldella rimae
MGYG000001215	Collinsella sp900759045
MGYG000001216	CAG-354 sp900759015
MGYG000001217	Firm-10 sp004552515
MGYG000001218	RUG11247 sp902767315
MGYG000001220	UMGS1820 sp900555375
MGYG000001222	UMGS1326 sp900550775
MGYG000001223	Collinsella sp900758845
MGYG000001224	Blautia_A sp900547615
MGYG000001225	Evtepia sp004556345
MGYG000001226	HGM13006 sp900757695
MGYG000001227	Collinsella sp900541745
MGYG000001228	CAG-110 sp900551495
MGYG000001230	Eubacterium_R sp900542875
MGYG000001231	CACZQA01 sp900758075
MGYG000001232	Peptacetobacter sp900550335
MGYG000001234	Peptostreptococcus sp900759325
MGYG000001236	Collinsella bouchesdurhonensis
MGYG000001237	UMGS1600 sp900553295
MGYG000001238	Evtepia sp900758955
MGYG000001239	CAG-776 sp900758895
MGYG000001240	Prevotella sp900557405
MGYG000001241	Collinsella sp900758885
MGYG000001243	UBA1777 sp900754515
MGYG000001244	UBA737 sp900549055
MGYG000001246	Enterocloster sp900541315
MGYG000001247	UMGS1370 sp900542035
MGYG000001248	Dialister sp900543165
MGYG000001249	Collinsella provencensis
MGYG000001250	Enterocloster sp900759225
MGYG000001251	Lachnoclostridium_A sp002160755
MGYG000001252	Catenibacillus sp900557175
MGYG000001253	Paramuribaculum sp001689535
MGYG000001254	TF01-11 sp900759665
MGYG000001255	Faecalibacterium prausnitzii_F
MGYG000001256	CAG-354 sp001915925
MGYG000001257	Massiliomicrobiota sp002160865
MGYG000001258	Rothia sp902373285
MGYG000001259	Succiniclasticum sp900316935
MGYG000001260	Acinetobacter johnsonii
MGYG000001261	Caulobacter sp903900155
MGYG000001262	Sphingomonas ginsenosidimutans
MGYG000001263	Acidovorax sp000302535
MGYG000001264	Acidovorax temperans
MGYG000001265	Methylobacterium sp002778835
MGYG000001266	Atlantibacter hermannii
MGYG000001267	Lancefieldella sp902373375
MGYG000001268	Rothia mucilaginosa_B
MGYG000001269	Rothia mucilaginosa
MGYG000001270	Corynebacterium sp902373425
MGYG000001271	UBA644 sp002299265
MGYG000001273	Pauljensenia sp902373435
MGYG000001274	Streptococcus sp902373455
MGYG000001275	CAG-485 sp900321585
MGYG000001276	Eubacterium limosum
MGYG000001277	Bilophila sp902373525
MGYG000001278	DNF00809 sp001552935
MGYG000001279	Pseudomonas_E fulva
MGYG000001280	KA00274 sp902373515
MGYG000001281	28L sp000177555
MGYG000001283	Scardovia wiggsiae
MGYG000001285	Pauljensenia sp902373545
MGYG000001286	UMGS1872 sp902373635
MGYG000001287	Bifidobacterium vaginale_G
MGYG000001288	Veillonella dispar
MGYG000001289	Streptococcus sp900543065
MGYG000001290	CABKMX01 sp902373595
MGYG000001291	Finegoldia magna_H
MGYG000001292	Bifidobacterium infantis
MGYG000001293	Lacticaseibacillus rhamnosus
MGYG000001294	Parasutterella excrementihominis
MGYG000001295	Desulfovibrio fairfieldensis
MGYG000001296	Pediococcus acidilactici
MGYG000001297	Campylobacter_D coli
MGYG000001298	Listeria grayi
MGYG000001299	Amedibacillus dolichus
MGYG000001300	Faecalibacterium prausnitzii
MGYG000001301	Parvimonas micra
MGYG000001302.1	Alistipes putredinis
MGYG000001303	Clostridium_AP scindens
MGYG000001304	Erysipelatoclostridium spiroforme
MGYG000001305	Anaerofustis stercorihominis
MGYG000001306	Phocaeicola coprocola
MGYG000001307	Providencia stuartii
MGYG000001308	Streptococcus infantarius
MGYG000001309	Clostridium_F botulinum_A
MGYG000001310	Mediterraneibacter lactaris
MGYG000001311	Enterocloster sp000155435
MGYG000001312	Helicobacter_D pullorum
MGYG000001313	Bacteroides eggerthii
MGYG000001314	Bacteroides_F pectinophilus
MGYG000001315	Bariatricus comes
MGYG000001316	Mitsuokella multacida
MGYG000001317	Citrobacter portucalensis_A
MGYG000001318	Enterobacter cancerogenus
MGYG000001319	Butyrivibrio_A crossotus
MGYG000001320	Peptacetobacter hiranonis
MGYG000001321	Desulfovibrio piger
MGYG000001322	Gemmiger variabilis
MGYG000001323	Providencia rettgeri_D
MGYG000001324	Fusobacterium periodonticum_D
MGYG000001325	Fusobacterium_C gonidiaformans
MGYG000001326	Fusobacterium animalis
MGYG000001327	Fusobacterium_A ulcerans
MGYG000001328	Clostridium tertium
MGYG000001329	Helicobacter_A rappini
MGYG000001330	Helicobacter_D winghamensis
MGYG000001331	Oxalobacter formigenes
MGYG000001332	Massilioclostridium methylpentosum
MGYG000001333.1	Lentilactobacillus hilgardii
MGYG000001334	Ligilactobacillus ruminis
MGYG000001335	Lactobacillus ultunensis
MGYG000001336	Limosilactobacillus reuteri_E
MGYG000001337	Bacteroides fragilis
MGYG000001338	Blautia_A wexlerae_A
MGYG000001339	Acetomicrobium hydrogeniformans
MGYG000001340	Weissella paramesenteroides
MGYG000001341	Leuconostoc mesenteroides
MGYG000001342	Streptococcus gordonii
MGYG000001343	Acinetobacter junii
MGYG000001344	Acinetobacter radioresistens
MGYG000001345	Bacteroides xylanisolvens
MGYG000001346	Bacteroides uniformis
MGYG000001347	Fusobacterium vincentii
MGYG000001348	Helicobacter_D canadensis
MGYG000001349	Veillonella parvula_A
MGYG000001350	Fusobacterium periodonticum_B
MGYG000001351	Edwardsiella tarda
MGYG000001352	Clostridium_AQ sp000165065
MGYG000001353	Collinsella aerofaciens
MGYG000001354	Bifidobacterium dentium
MGYG000001355	Anaerococcus hydrogenalis
MGYG000001356	Lawsonibacter sp000177015
MGYG000001357	Helicobacter pylori_C
MGYG000001358	Campylobacter_D upsaliensis
MGYG000001359	Bilophila wadsworthia
MGYG000001360	Prevotella salivae
MGYG000001361	Sutterella wadsworthensis
MGYG000001362	Streptococcus anginosus
MGYG000001363	Streptococcus equinus
MGYG000001364	Phocaeicola plebeius
MGYG000001365	Phascolarctobacterium_A succinatutens
MGYG000001366	Succinatimonas hippei
MGYG000001367	Clostridium_Q symbiosum
MGYG000001368	Muricomes fissicatena_A
MGYG000001369	Lactobacillus delbrueckii
MGYG000001370	Bacteroides fluxus
MGYG000001371	Paenibacillus lautus_A
MGYG000001372	Paraprevotella xylaniphila
MGYG000001373	Faecalimonas sp000209385
MGYG000001374	Mediterraneibacter torques
MGYG000001375	Ruminococcus_F champanellensis
MGYG000001376	Dysgonomonas gadei
MGYG000001377	Dysgonomonas mossii
MGYG000001378	Bacteroides ovatus
MGYG000001379	Schaedlerella glycyrrhizinilytica
MGYG000001380	Ruminococcus_B gnavus
MGYG000001381	Neisseria macacae
MGYG000001382	Collinsella tanakaei
MGYG000001383	Lactobacillus iners
MGYG000001384	Ralstonia pickettii
MGYG000001385	Alistipes_A indistinctus
MGYG000001386	Enterocloster clostridioformis
MGYG000001387	Senegalimassilia anaerobia
MGYG000001388	Desulfitobacterium hafniense
MGYG000001389	Cloacibacillus evryensis
MGYG000001390	Bacillus_O smithii
MGYG000001391	Coprobacter fastidiosus
MGYG000001392	Campylobacter_A concisus_R
MGYG000001393	Hafnia paralvei
MGYG000001394	Yokenella regensburgei
MGYG000001395	Listeria innocua
MGYG000001396	Clostridium_AQ innocuum
MGYG000001397	Dialister succinatiphilus
MGYG000001398	Longicatena caecimuris
MGYG000001399	Odoribacter laneus
MGYG000001400	Erysipelatoclostridium ramosum
MGYG000001401	Sutterella parvirubra
MGYG000001402	Coprobacillus cateniformis
MGYG000001403	Oceanobacillus massiliensis
MGYG000001404	Paenibacillus_L senegalensis
MGYG000001405	Ferdinandcohnia timonensis
MGYG000001406.1	Kurthia massiliensis
MGYG000001407	Clostridium_J senegalense
MGYG000001408	Brevibacterium senegalense
MGYG000001409	Slackia_A piriformis
MGYG000001410	Sutterella wadsworthensis_A
MGYG000001411	Pauljensenia sp000308055
MGYG000001412	Robertmurraya massiliosenegalensis
MGYG000001413	Enorma massiliensis
MGYG000001414	Peptoniphilus_E obesi
MGYG000001415	Alistipes communis
MGYG000001416	Cellulomonas massiliensis
MGYG000001417	Noviherbaspirillum massiliense
MGYG000001418	Aeromicrobium massiliense
MGYG000001419	Timonella senegalensis
MGYG000001420	Alistipes senegalensis
MGYG000001421	Dielma fastidiosa
MGYG000001422	Bacteroides oleiciplenus
MGYG000001423	Clostridium celatum
MGYG000001424	Anaerococcus senegalensis
MGYG000001425	Peptoniphilus_A senegalensis
MGYG000001426	Phytobacter massiliensis
MGYG000001427	Enorma timonensis
MGYG000001428	Bacillus_BN massilioanorexius
MGYG000001429	Alistipes_A ihumii
MGYG000001430	Holdemania massiliensis
MGYG000001431	Helicobacter pylori_BU
MGYG000001432	Helicobacter_C cinaedi
MGYG000001433	Bacteroides salyersiae
MGYG000001434	Butyricicoccus pullicaecorum
MGYG000001435	Corynebacterium amycolatum_A
MGYG000001436	Paenibacillus_F sp000411255
MGYG000001437	Staphylococcus schleiferi
MGYG000001438	Paenisporosarcina sp000411295
MGYG000001439	Faecalimonas umbilicata
MGYG000001440	Acidaminococcus intestini
MGYG000001441	Pauljensenia sp000411415
MGYG000001442	Streptococcus sp000411475
MGYG000001443	Streptomyces albus
MGYG000001444	Veillonella atypica
MGYG000001445	Cedecea davisae
MGYG000001446	Cutibacterium avidum
MGYG000001447	Prevotella oralis
MGYG000001448	Dermabacter hominis
MGYG000001449	Nosocomiicoccus massiliensis
MGYG000001450	Nesterenkonia massiliensis
MGYG000001451	Paenibacillus_A antibioticophila
MGYG000001452	Stoquefichus massiliensis
MGYG000001453	Aneurinibacillus aneurinilyticus
MGYG000001454	Bittarella massiliensis
MGYG000001455.1	Faecalitalea cylindroides
MGYG000001456.1	Eubacterium_I ramulus
MGYG000001457	Pseudomonas_B luteola
MGYG000001458	Cetobacterium_A somerae
MGYG000001459	Fusobacterium nucleatum
MGYG000001460	Romboutsia dakarensis
MGYG000001461	Bacteroides neonati
MGYG000001462	Helicobacter_B macacae
MGYG000001463	Helicobacter_B canis
MGYG000001464	Fusobacterium polymorphum
MGYG000001465	Providencia alcalifaciens_A
MGYG000001466	Providencia alcalifaciens
MGYG000001467	Clostridium_E jeddahense
MGYG000001468	Blastococcus massiliensis
MGYG000001469	Neobacillus jeddahensis
MGYG000001470	Virgibacillus kapii
MGYG000001471	Bifidobacterium gallicum
MGYG000001472	Oceanobacillus jeddahense
MGYG000001473	Anaerosalibacter massiliensis
MGYG000001474	Clostridium_J sp000821305
MGYG000001475	Neobacillus rubiinfantis
MGYG000001476	Caproiciproducens sp000752215
MGYG000001477	Clostridium_L amazonitimonense
MGYG000001478	Collinsella sp000763055
MGYG000001479	Clostridium_AA polynesiense
MGYG000001480	Pauljensenia polynesiensis
MGYG000001481	Neobacillus sp000821085
MGYG000001482	Planococcus massiliensis
MGYG000001483	Arachnia massiliensis
MGYG000001484	Nigerium massiliense
MGYG000001485	Pseudomonas_E massiliensis
MGYG000001486	Mobilicoccus massiliensis
MGYG000001487	Beduini massiliensis
MGYG000001488	Risungbinella massiliensis
MGYG000001489	Parabacteroides goldsteinii
MGYG000001490	Bifidobacterium catenulatum
MGYG000001491	Rubeoparvulum massiliense
MGYG000001492	Enterococcus_C massiliensis
MGYG000001493	Enterocloster bolteae
MGYG000001494	Mesosutterella massiliensis
MGYG000001495	Anaerococcus jeddahensis
MGYG000001496	Extibacter sp001185345
MGYG000001497	Clostridium_F niameyense
MGYG000001498	Bacillus_BN testis
MGYG000001499	Muricomes contortus_B
MGYG000001500	Lawsonibacter asaccharolyticus
MGYG000001501	Bacillus_J andreraoultii
MGYG000001502	Intestinimonas massiliensis
MGYG000001503	Fermentimonas caenicola
MGYG000001504	Mt11 sp001282665
MGYG000001505	Kallipyga gabonensis
MGYG000001506	Neofamilia massiliensis
MGYG000001507	Paenibacillus ihuae
MGYG000001508	Thalassobacillus devorans
MGYG000001509	Flaviflexus massiliensis
MGYG000001510	Numidum massiliense
MGYG000001511	Massilibacterium senegalense
MGYG000001512	Coprobacter secundus
MGYG000001513	Clostridium_P massiliamazoniense
MGYG000001514	Paenibacillus_A ihumii
MGYG000001515	Lagierella massiliensis
MGYG000001516	Limosilactobacillus antri
MGYG000001517	Lactobacillus amylolyticus
MGYG000001518	Gorillibacterium timonense
MGYG000001519	Olsenella sp001457795
MGYG000001520	Vitreoscilla massiliensis
MGYG000001521	Fenollaria timonensis
MGYG000001522	Pauljensenia radingae_A
MGYG000001523	Gracilibacillus massiliensis
MGYG000001524	RUG013 sp001486445
MGYG000001525	Paenibacillus_A rubinfantis
MGYG000001526	Paenibacillus_A senegalimassiliensis
MGYG000001527	Fournierella massiliensis
MGYG000001528	Mediterraneibacter massiliensis
MGYG000001529	Gabonibacter massiliensis
MGYG000001530	Anaerococcus rubeinfantis
MGYG000001531	Enterocloster sp001517625
MGYG000001532	Peptoniphilus_A phoceensis
MGYG000001533	Corynebacterium ammoniagenes
MGYG000001534	Xanthomonas_B massiliensis
MGYG000001535	Paenibacillus_A phocaensis
MGYG000001536	Enterobacter_A timonensis
MGYG000001537	Cellulomonas timonensis
MGYG000001538	Collinsella ihuae
MGYG000001539	Acutalibacter timonensis
MGYG000001540	Corynebacterium provencense
MGYG000001541	Murdochiella massiliensis
MGYG000001542	Paenibacillus_A sp900069005
MGYG000001543	Lachnoclostridium sp900078195
MGYG000001544	Corynebacterium bouchesdurhonense
MGYG000001545	Olegusella massiliensis
MGYG000001546	Alistipes provencensis
MGYG000001547	Emergencia timonensis
MGYG000001548	Paenibacillus_A tuaregi
MGYG000001549	Gracilibacillus phocaeensis
MGYG000001550	Christensenella timonensis
MGYG000001551	Odoribacter massiliensis
MGYG000001552	Butyricimonas synergistica
MGYG000001553	Clostridium_P mediterraneense
MGYG000001554	Corynebacterium phoceense
MGYG000001555	Fusobacterium massiliense
MGYG000001556	Acidaminococcus massiliensis
MGYG000001557	F0040 sp900095835
MGYG000001558	Streptococcus timonensis
MGYG000001559	Anaeroglobus massiliensis
MGYG000001560	Massilioclostridium coli
MGYG000001561	Caecibacter massiliensis
MGYG000001562	Alistipes timonensis
MGYG000001563	Murdochiella vaginalis
MGYG000001564	Enterocloster clostridioformis_A
MGYG000001565	CAG-103 sp900757655
MGYG000001569	Eubacterium_R coprostanoligenes
MGYG000001570	UBA4871 sp014467055
MGYG000001571	Lacrimispora sp000526575
MGYG000001576	Dysosmobacter sp014297375
MGYG000001577	CAG-238 sp900542245
MGYG000001589	Pyramidobacter piscolens
MGYG000001590	Desulfovibrio sp900547595
MGYG000001591	Parabacteroides timonensis
MGYG000001592	Intestinimonas sp900540545
MGYG000001593	Christensenella hongkongensis
MGYG000001595	Fusobacterium_B sp900545035
MGYG000001596	Blautia sp900543715
MGYG000001597	UBA866 sp900543295
MGYG000001598	Lawsonibacter sp900553135
MGYG000001599	Phocaeicola sp900544075
MGYG000001601	Peptostreptococcus russellii_A
MGYG000001602	Blautia sp900547685
MGYG000001603	UMGS1370 sp900551135
MGYG000001604	Barnesiella sp002159975
MGYG000001605	Enorma sp900538305
MGYG000001606	Enterocloster sp900547035
MGYG000001607	Dorea_B phocaeensis
MGYG000001608	Gabonibacter sp900543425
MGYG000001609	Cloacibacillus porcorum
MGYG000001610	Sporanaerobacter acetigenes
MGYG000001611	Phocea massiliensis
MGYG000001612	Acidaminococcus sp900554515
MGYG000001613	Allisonella pneumosintes
MGYG000001614	CAG-521 sp002329575
MGYG000001615	Eisenbergiella sp900548905
MGYG000001616	Dysosmobacter sp900544955
MGYG000001617	Clostridium_Q sp900547735
MGYG000001618	Peptostreptococcus russellii
MGYG000001619	UBA9502 sp900540335
MGYG000001620	UMGS1907 sp900556165
MGYG000001621	Pauljensenia sp900554605
MGYG000001622	Enterocloster sp900549235
MGYG000001623	Terrisporobacter othiniensis
MGYG000001624	Proteus cibarius
MGYG000001625	Eikenella corrodens
MGYG000001626	Phascolarctobacterium sp900544795
MGYG000001627	Gemmiger sp900539695
MGYG000001628	Collinsella sp900549345
MGYG000001629	Phascolarctobacterium_A sp900552005
MGYG000001630	Prevotellamassilia sp900542795
MGYG000001631	Bilophila sp900553145
MGYG000001633	RC9 sp000435075
MGYG000001634	Collinsella sp003469205
MGYG000001635	Longibaculum sp900538465
MGYG000001636	Collinsella sp002232035
MGYG000001637	Agathobacter sp900543445
MGYG000001638	Slackia_A sp900555495
MGYG000001639	Haloferax massiliensis
MGYG000001640	Duncaniella sp900549445
MGYG000001641	CAG-485 sp900760815
MGYG000001644	UBA7173 sp900759895
MGYG000001645	Eubacterium_G sp900550135
MGYG000001646	UMGS1663 sp900553865
MGYG000001647	UMGS1781 sp900553695
MGYG000001648	CAG-594 sp900759985
MGYG000001649	UBA1409 sp900760125
MGYG000001650	F23-B02 sp900760205
MGYG000001651	UBA1191 sp900545775
MGYG000001652	V9D3004 sp002349525
MGYG000001653	Collinsella sp900760325
MGYG000001654	UMGS856 sp900760305
MGYG000001655	Butyricimonas faecalis
