	ID	inverton_number	group
978	MGYG000001022	822	2
979	MGYG000001023	988	3
980	MGYG000001024	765	2
981	MGYG000001025	578	1
982	MGYG000001026	728	2
983	MGYG000001027	821	2
984	MGYG000001028	584	1
985	MGYG000001029	649	2
986	MGYG000001030	1061	4
987	MGYG000001031	535	1
988	MGYG000001032	381	1
989	MGYG000001033	594	1
990	MGYG000001034	903	3
991	MGYG000001035	1726	4
992	MGYG000001036	973	3
993	MGYG000001037	806	2
994	MGYG000001039	985	3
995	MGYG000001040	1036	4
996	MGYG000001041	309	1
997	MGYG000001042	1170	4
998	MGYG000001044	845	3
999	MGYG000001045	2047	4
1000	MGYG000001046	750	2
1001	MGYG000001048	427	1
1002	MGYG000001049	638	2
1003	MGYG000001050	420	1
1004	MGYG000001053	558	1
1005	MGYG000001054	670	2
1006	MGYG000001055	688	2
1007	MGYG000001056	951	3
1008	MGYG000001057	827	2
1009	MGYG000001058	598	1
1010	MGYG000001059	698	2
1011	MGYG000001060	625	2
1012	MGYG000001061	808	2
1013	MGYG000001062	582	1
1014	MGYG000001063	2408	4
1015	MGYG000001064	516	1
1016	MGYG000001067	445	1
1017	MGYG000001068	637	2
1018	MGYG000001070	511	1
1019	MGYG000001071	431	1
1020	MGYG000001072	734	2
1021	MGYG000001073	786	2
1022	MGYG000001074	564	1
1023	MGYG000001075	209	1
1024	MGYG000001076	1121	4
1025	MGYG000001077	556	1
1026	MGYG000001078	611	1
1027	MGYG000001079	594	1
1028	MGYG000001080	429	1
1029	MGYG000001081	1163	4
1030	MGYG000001082	761	2
1031	MGYG000001083	682	2
1032	MGYG000001084	793	2
1033	MGYG000001085	790	2
1034	MGYG000001086	672	2
1035	MGYG000001087	1072	4
1036	MGYG000001088	650	2
1037	MGYG000001089	1076	4
1038	MGYG000001090	611	1
1039	MGYG000001091	1404	4
1040	MGYG000001092	932	3
1041	MGYG000001093	1185	4
1042	MGYG000001094	1838	4
1043	MGYG000001095	1508	4
1044	MGYG000001096	888	3
1045	MGYG000001097	1096	4
1046	MGYG000001098	750	2
1047	MGYG000001099	823	2
1048	MGYG000001100	466	1
1049	MGYG000001101	598	1
1050	MGYG000001102	747	2
1051	MGYG000001103	920	3
1052	MGYG000001105	885	3
1053	MGYG000001106	702	2
1054	MGYG000001107	824	2
1055	MGYG000001108	823	2
1056	MGYG000001109	1152	4
1057	MGYG000001110	417	1
1058	MGYG000001112	732	2
1059	MGYG000001113	993	3
1060	MGYG000001114	874	3
1061	MGYG000001115	922	3
1062	MGYG000001116	929	3
1063	MGYG000001117	460	1
1064	MGYG000001118	587	1
1065	MGYG000001120	788	2
1066	MGYG000001121	905	3
1067	MGYG000001122	930	3
1068	MGYG000001123	666	2
1069	MGYG000001124	882	3
1070	MGYG000001125	329	1
1071	MGYG000001126	871	3
1072	MGYG000001127	813	2
1073	MGYG000001129	654	2
1074	MGYG000001131	1142	4
1075	MGYG000001132	1114	4
1076	MGYG000001133	379	1
1077	MGYG000001134	952	3
1078	MGYG000001135	838	3
1079	MGYG000001136	968	3
1080	MGYG000001137	888	3
1081	MGYG000001138	903	3
1082	MGYG000001139	883	3
1083	MGYG000001140	859	3
1084	MGYG000001141	909	3
1085	MGYG000001142	700	2
1086	MGYG000001145	208	1
1087	MGYG000001146	653	2
1088	MGYG000001148	1139	4
1089	MGYG000001149	506	1
1090	MGYG000001150	849	3
1091	MGYG000001151	963	3
1092	MGYG000001152	924	3
1093	MGYG000001153	506	1
1094	MGYG000001154	575	1
1095	MGYG000001155	835	3
1096	MGYG000001156	1219	4
1097	MGYG000001157	1072	4
1098	MGYG000001158	965	3
1099	MGYG000001159	1240	4
1100	MGYG000001160	719	2
1101	MGYG000001161	892	3
1102	MGYG000001162	636	2
1103	MGYG000001163	608	1
1104	MGYG000001165	835	3
1105	MGYG000001166	824	2
1106	MGYG000001167	491	1
1107	MGYG000001168	585	1
1108	MGYG000001169	740	2
1109	MGYG000001170	1068	4
1110	MGYG000001171	649	2
1111	MGYG000001172	657	2
1112	MGYG000001173	969	3
1113	MGYG000001174	1063	4
1114	MGYG000001175	395	1
1115	MGYG000001176	878	3
1116	MGYG000001177	655	2
1117	MGYG000001179	881	3
1118	MGYG000001180	916	3
1119	MGYG000001181	487	1
1120	MGYG000001183	747	2
1121	MGYG000001184	446	1
1122	MGYG000001185	338	1
1123	MGYG000001186	1008	3
1124	MGYG000001187	735	2
1125	MGYG000001188	956	3
1126	MGYG000001189	667	2
1127	MGYG000001190	828	2
1128	MGYG000001191	681	2
1129	MGYG000001192	887	3
1130	MGYG000001193	509	1
1131	MGYG000001194	989	3
1132	MGYG000001195	522	1
1133	MGYG000001196	475	1
1134	MGYG000001197	350	1
1135	MGYG000001198	486	1
1136	MGYG000001199	1208	4
1137	MGYG000001200	919	3
1138	MGYG000001201	555	1
1139	MGYG000001202	835	3
1140	MGYG000001203	873	3
1141	MGYG000001204	761	2
1142	MGYG000001205	1075	4
1143	MGYG000001206	368	1
1144	MGYG000001208	833	3
1145	MGYG000001209	687	2
1146	MGYG000001210	857	3
1147	MGYG000001211	769	2
1148	MGYG000001212	740	2
1149	MGYG000001213	900	3
1150	MGYG000001214	444	1
1151	MGYG000001215	889	3
1152	MGYG000001216	563	1
1153	MGYG000001217	1155	4
1154	MGYG000001218	921	3
1155	MGYG000001219	709	2
1156	MGYG000001220	532	1
1157	MGYG000001221	796	2
1158	MGYG000001222	764	2
1159	MGYG000001223	980	3
1160	MGYG000001224	932	3
1161	MGYG000001225	781	2
1162	MGYG000001226	904	3
1163	MGYG000001227	861	3
1164	MGYG000001228	860	3
1165	MGYG000001230	517	1
1166	MGYG000001231	999	3
1167	MGYG000001232	660	2
1168	MGYG000001233	518	1
1169	MGYG000001234	506	1
1170	MGYG000001236	709	2
1171	MGYG000001237	1002	3
1172	MGYG000001238	852	3
1173	MGYG000001239	493	1
1174	MGYG000001240	700	2
1175	MGYG000001241	829	2
1176	MGYG000001242	767	2
1177	MGYG000001243	832	3
1178	MGYG000001244	689	2
1179	MGYG000001246	1119	4
1180	MGYG000001247	937	3
1181	MGYG000001248	932	3
1182	MGYG000001249	721	2
1183	MGYG000001250	767	2
1184	MGYG000001251	1193	4
1185	MGYG000001252	710	2
1186	MGYG000001253	651	2
1187	MGYG000001254	977	3
1188	MGYG000001255	1027	3
1189	MGYG000001256	498	1
1190	MGYG000001257	853	3
1191	MGYG000001258	733	2
1192	MGYG000001259	763	2
1193	MGYG000001260	914	3
1194	MGYG000001261	2808	4
1195	MGYG000001262	2297	4
1196	MGYG000001263	3057	4
1197	MGYG000001264	1733	4
1198	MGYG000001265	2488	4
1199	MGYG000001266	1681	4
1200	MGYG000001267	435	1
1201	MGYG000001268	515	1
1202	MGYG000001269	674	2
1203	MGYG000001270	727	2
1204	MGYG000001272	543	1
1205	MGYG000001273	1024	3
1206	MGYG000001274	362	1
1207	MGYG000001275	1012	3
1208	MGYG000001276	1120	4
1209	MGYG000001277	1512	4
1210	MGYG000001278	295	1
1211	MGYG000001279	2470	4
1212	MGYG000001280	519	1
1213	MGYG000001281	403	1
1214	MGYG000001283	672	2
1215	MGYG000001284	911	3
1216	MGYG000001285	1242	4
1217	MGYG000001286	1065	4
1218	MGYG000001287	534	1
1219	MGYG000001288	518	1
1220	MGYG000001289	583	1
1221	MGYG000001290	653	2
1222	MGYG000001291	716	2
1223	MGYG000001292	1313	4
1224	MGYG000001293	1014	3
1225	MGYG000001294	839	3
1226	MGYG000001295	1622	4
1227	MGYG000001296	581	1
1228	MGYG000001297	660	2
1229	MGYG000001298	737	2
1230	MGYG000001299	765	2
1231	MGYG000001301	526	1
1232	MGYG000001303	1102	4
1233	MGYG000001304	847	3
1234	MGYG000001305	620	2
1235	MGYG000001306	1506	4
1236	MGYG000001307	1455	4
1237	MGYG000001308	680	2
1238	MGYG000001309	1193	4
1239	MGYG000001310	914	3
1240	MGYG000001311	2431	4
1241	MGYG000001312	904	3
1242	MGYG000001313	1326	4
1243	MGYG000001314	1029	3
1244	MGYG000001315	1017	3
1245	MGYG000001316	1307	4
1246	MGYG000001317	1911	4
1247	MGYG000001318	1921	4
1248	MGYG000001319	797	2
1249	MGYG000001320	694	2
1250	MGYG000001322	1316	4
1251	MGYG000001324	790	2
1252	MGYG000001325	646	2
1253	MGYG000001326	768	2
1254	MGYG000001327	1166	4
1255	MGYG000001328	1123	4
1256	MGYG000001329	1477	4
1257	MGYG000001330	761	2
1258	MGYG000001331	907	3
1259	MGYG000001332	1061	4
1260	MGYG000001334	836	3
1261	MGYG000001335	738	2
1262	MGYG000001337	1659	4
1263	MGYG000001338	1447	4
1264	MGYG000001339	669	2
1265	MGYG000001340	642	2
1266	MGYG000001341	571	1
1267	MGYG000001342	670	2
1268	MGYG000001343	1207	4
1269	MGYG000001344	1030	3
1270	MGYG000001345	1874	4
1271	MGYG000001346	1372	4
1272	MGYG000001347	692	2
1273	MGYG000001348	645	2
1274	MGYG000001349	627	2
1275	MGYG000001350	784	2
1276	MGYG000001352	1537	4
1277	MGYG000001353	1093	4
1278	MGYG000001354	1246	4
1279	MGYG000001355	566	1
1280	MGYG000001356	1117	4
1281	MGYG000001357	743	2
1282	MGYG000001358	799	2
1283	MGYG000001359	1872	4
1284	MGYG000001360	1127	4
1285	MGYG000001361	1220	4
1286	MGYG000001362	584	1
1287	MGYG000001363	532	1
1288	MGYG000001364	1332	4
1289	MGYG000001365	609	1
1290	MGYG000001366	840	3
1291	MGYG000001367	1754	4
1292	MGYG000001368	1598	4
1293	MGYG000001369	651	2
1294	MGYG000001370	1333	4
1295	MGYG000001371	2117	4
1296	MGYG000001372	1146	4
1297	MGYG000001373	680	2
1298	MGYG000001374	994	3
1299	MGYG000001375	981	3
1300	MGYG000001376	1635	4
1301	MGYG000001377	1203	4
1302	MGYG000001378	2085	4
1303	MGYG000001379	1054	4
1304	MGYG000001380	1115	4
1305	MGYG000001381	1533	4
1306	MGYG000001382	1048	4
1307	MGYG000001383	422	1
1308	MGYG000001384	2909	4
1309	MGYG000001385	989	3
1310	MGYG000001386	1924	4
1311	MGYG000001387	1084	4
1312	MGYG000001389	1289	4
1313	MGYG000001390	1159	4
1314	MGYG000001391	1275	4
1315	MGYG000001392	773	2
1316	MGYG000001393	1449	4
1317	MGYG000001394	1734	4
1318	MGYG000001395	818	2
1319	MGYG000001396	1695	4
1320	MGYG000001397	1038	4
1321	MGYG000001398	1121	4
1322	MGYG000001399	1259	4
1323	MGYG000001400	1328	4
1324	MGYG000001401	1354	4
1325	MGYG000001402	1620	4
1326	MGYG000001403	1119	4
1327	MGYG000001404	1690	4
1328	MGYG000001405	1492	4
1329	MGYG000001407	1103	4
1330	MGYG000001408	2182	4
1331	MGYG000001409	890	3
1332	MGYG000001410	1272	4
1333	MGYG000001411	612	1
1334	MGYG000001412	1561	4
1335	MGYG000001413	1196	4
1336	MGYG000001414	525	1
1337	MGYG000001415	1450	4
1338	MGYG000001416	2211	4
1339	MGYG000001417	2189	4
1340	MGYG000001418	2361	4
1341	MGYG000001419	1131	4
1342	MGYG000001420	1694	4
1343	MGYG000001421	1283	4
1344	MGYG000001422	2262	4
1345	MGYG000001423	1045	4
1346	MGYG000001424	557	1
1347	MGYG000001425	541	1
1348	MGYG000001426	2107	4
1349	MGYG000001427	1324	4
1350	MGYG000001428	1566	4
1351	MGYG000001429	1269	4
1352	MGYG000001430	1418	4
1353	MGYG000001431	744	2
1354	MGYG000001432	1184	4
1355	MGYG000001433	1758	4
1356	MGYG000001434	1069	4
1357	MGYG000001435	1015	3
1358	MGYG000001436	2205	4
1359	MGYG000001437	810	2
1360	MGYG000001438	1156	4
1361	MGYG000001439	989	3
1362	MGYG000001440	740	2
1363	MGYG000001441	1219	4
1364	MGYG000001442	501	1
1365	MGYG000001443	3757	4
1366	MGYG000001444	621	2
1367	MGYG000001445	1889	4
1368	MGYG000001446	1483	4
1369	MGYG000001447	939	3
1370	MGYG000001448	1296	4
1371	MGYG000001449	434	1
1372	MGYG000001450	1382	4
1373	MGYG000001451	1848	4
1374	MGYG000001452	1488	4
1375	MGYG000001453	1630	4
1376	MGYG000001454	1259	4
1377	MGYG000001458	963	3
1378	MGYG000001460	1080	4
1379	MGYG000001461	1527	4
1380	MGYG000001462	1344	4
1381	MGYG000001463	1329	4
1382	MGYG000001466	1277	4
1383	MGYG000001467	1182	4
1384	MGYG000001468	2491	4
1385	MGYG000001470	1511	4
1386	MGYG000001471	864	3
1387	MGYG000001472	1825	4
1388	MGYG000001473	1094	4
1389	MGYG000001474	1443	4
1390	MGYG000001475	1369	4
1391	MGYG000001476	1306	4
1392	MGYG000001477	1202	4
1393	MGYG000001478	981	3
1394	MGYG000001479	1232	4
1395	MGYG000001480	1839	4
1396	MGYG000001481	1506	4
1397	MGYG000001482	1036	4
1398	MGYG000001483	1963	4
1399	MGYG000001486	2845	4
1400	MGYG000001487	950	3
1401	MGYG000001488	1117	4
1402	MGYG000001489	2139	4
1403	MGYG000001490	779	2
1404	MGYG000001491	903	3
1405	MGYG000001492	890	3
1406	MGYG000001493	2308	4
1407	MGYG000001494	942	3
1408	MGYG000001495	649	2
1409	MGYG000001496	1166	4
1410	MGYG000001497	757	2
1411	MGYG000001498	1195	4
1412	MGYG000001499	1489	4
1413	MGYG000001500	1472	4
1414	MGYG000001501	1471	4
1415	MGYG000001502	1251	4
1416	MGYG000001503	962	3
1417	MGYG000001504	1316	4
1418	MGYG000001505	638	2
1419	MGYG000001506	632	2
1420	MGYG000001507	2207	4
1421	MGYG000001508	1187	4
1422	MGYG000001509	1003	3
1423	MGYG000001510	1254	4
1424	MGYG000001511	911	3
1425	MGYG000001512	1386	4
1426	MGYG000001513	1113	4
1427	MGYG000001514	1967	4
1428	MGYG000001515	646	2
1429	MGYG000001516	708	2
1430	MGYG000001517	527	1
1431	MGYG000001518	2031	4
1432	MGYG000001519	1029	3
1433	MGYG000001520	2005	4
1434	MGYG000001521	502	1
1435	MGYG000001522	1058	4
1436	MGYG000001523	1459	4
1437	MGYG000001524	1061	4
1438	MGYG000001525	1803	4
1439	MGYG000001526	1420	4
1440	MGYG000001527	1461	4
1441	MGYG000001528	956	3
1442	MGYG000001529	979	3
1443	MGYG000001530	573	1
1444	MGYG000001531	1162	4
1445	MGYG000001532	569	1
1446	MGYG000001533	1007	3
1447	MGYG000001534	2127	4
1448	MGYG000001535	1881	4
1449	MGYG000001536	1738	4
1450	MGYG000001537	2499	4
1451	MGYG000001538	1480	4
1452	MGYG000001539	1264	4
1453	MGYG000001540	1947	4
1454	MGYG000001541	557	1
1455	MGYG000001542	1721	4
1456	MGYG000001543	1603	4
1457	MGYG000001544	1137	4
1458	MGYG000001545	592	1
1459	MGYG000001546	1525	4
1460	MGYG000001547	1343	4
1461	MGYG000001548	1768	4
1462	MGYG000001549	1363	4
1463	MGYG000001550	786	2
1464	MGYG000001551	1464	4
1465	MGYG000001552	1422	4
1466	MGYG000001553	894	3
1467	MGYG000001554	1301	4
1468	MGYG000001555	566	1
1469	MGYG000001556	1111	4
1470	MGYG000001557	853	3
1471	MGYG000001558	659	2
1472	MGYG000001559	603	1
1473	MGYG000001561	839	3
1474	MGYG000001562	1378	4
1475	MGYG000001563	565	1
1476	MGYG000001564	1379	4
1477	MGYG000001565	900	3
1478	MGYG000001566	521	1
1479	MGYG000001567	1303	4
1480	MGYG000001568	604	1
1481	MGYG000001569	700	2
1482	MGYG000001570	571	1
1483	MGYG000001571	1450	4
1484	MGYG000001572	509	1
1485	MGYG000001573	623	2
1486	MGYG000001574	305	1
1487	MGYG000001575	891	3
1488	MGYG000001576	1078	4
1489	MGYG000001577	776	2
1490	MGYG000001578	922	3
1491	MGYG000001579	931	3
1492	MGYG000001580	582	1
1493	MGYG000001581	915	3
1494	MGYG000001582	580	1
1495	MGYG000001583	573	1
1496	MGYG000001584	504	1
1497	MGYG000001585	849	3
1498	MGYG000001586	931	3
1499	MGYG000001587	918	3
1500	MGYG000001588	1231	4
1501	MGYG000001589	1135	4
1502	MGYG000001590	1110	4
1503	MGYG000001591	1889	4
1504	MGYG000001592	1449	4
1505	MGYG000001593	759	2
1506	MGYG000001594	869	3
1507	MGYG000001595	666	2
1508	MGYG000001596	1090	4
1509	MGYG000001597	888	3
1510	MGYG000001598	891	3
1511	MGYG000001599	1384	4
1512	MGYG000001600	654	2
1513	MGYG000001601	628	2
1514	MGYG000001603	793	2
1515	MGYG000001604	833	3
1516	MGYG000001605	1103	4
1517	MGYG000001606	1273	4
1518	MGYG000001607	597	1
1519	MGYG000001608	1036	4
1520	MGYG000001609	1260	4
1521	MGYG000001610	728	2
1522	MGYG000001611	773	2
1523	MGYG000001612	364	1
1524	MGYG000001613	398	1
1525	MGYG000001614	480	1
1526	MGYG000001615	2404	4
1527	MGYG000001616	1228	4
1528	MGYG000001617	1655	4
1529	MGYG000001618	571	1
1530	MGYG000001619	992	3
1531	MGYG000001620	262	1
1532	MGYG000001621	476	1
1533	MGYG000001622	1228	4
1534	MGYG000001623	1166	4
1535	MGYG000001624	1406	4
1536	MGYG000001625	1095	4
1537	MGYG000001626	580	1
1538	MGYG000001627	1018	3
1539	MGYG000001628	863	3
1540	MGYG000001629	530	1
1541	MGYG000001630	827	2
1542	MGYG000001631	1575	4
1543	MGYG000001632	1028	3
1544	MGYG000001633	980	3
1545	MGYG000001634	923	3
1546	MGYG000001635	1127	4
1547	MGYG000001636	573	1
1548	MGYG000001637	719	2
1549	MGYG000001638	805	2
1550	MGYG000001639	3097	4
1551	MGYG000001640	876	3
1552	MGYG000001641	1009	3
1553	MGYG000001642	868	3
1554	MGYG000001643	1343	4
1555	MGYG000001644	995	3
1556	MGYG000001645	856	3
1557	MGYG000001646	452	1
1558	MGYG000001647	344	1
1559	MGYG000001648	429	1
1560	MGYG000001649	822	2
1561	MGYG000001650	577	1
1562	MGYG000001651	625	2
1563	MGYG000001652	690	2
1564	MGYG000001653	845	3
1565	MGYG000001654	1094	4
1566	MGYG000001655	1168	4
1567	MGYG000001656	838	3
1568	MGYG000001657	975	3
1569	MGYG000001658	1136	4
1570	MGYG000001659	977	3
1571	MGYG000001660	712	2
1572	MGYG000001661	1270	4
1573	MGYG000001662	489	1
1574	MGYG000001663	990	3
1575	MGYG000001664	977	3
1576	MGYG000001665	661	2
1577	MGYG000001666	788	2
1578	MGYG000001668	696	2
1579	MGYG000001669	481	1
1580	MGYG000001671	1048	4
1581	MGYG000001672	409	1
1582	MGYG000001673	905	3
1583	MGYG000001674	497	1
1584	MGYG000001675	988	3
1585	MGYG000001676	353	1
1586	MGYG000001677	353	1
1587	MGYG000001678	686	2
1588	MGYG000001679	699	2
1589	MGYG000001680	703	2
1590	MGYG000001681	960	3
1591	MGYG000001682	781	2
1592	MGYG000001683	710	2
1593	MGYG000001684	590	1
1594	MGYG000001685	733	2
1595	MGYG000001686	500	1
1596	MGYG000001687	597	1
1597	MGYG000001688	1620	4
1598	MGYG000001689	1873	4
1599	MGYG000001690	1255	4
1600	MGYG000001691	2030	4
1601	MGYG000001692	2470	4
1602	MGYG000001693	2700	4
1603	MGYG000001694	803	2
1604	MGYG000001695	866	3
1605	MGYG000001696	1210	4
1606	MGYG000001697	1072	4
1607	MGYG000001698	1542	4
1608	MGYG000001699	1252	4
1609	MGYG000001700	1851	4
1610	MGYG000001701	1169	4
1611	MGYG000001702	1105	4
1612	MGYG000001703	1524	4
1613	MGYG000001704	971	3
1614	MGYG000001705	1695	4
1615	MGYG000001706	926	3
1616	MGYG000001707	1000	3
1617	MGYG000001708	1213	4
1618	MGYG000001709	1211	4
1619	MGYG000001710	1106	4
1620	MGYG000001711	863	3
1621	MGYG000001712	1816	4
1622	MGYG000001713	1630	4
1623	MGYG000001714	1129	4
1624	MGYG000001715	794	2
1625	MGYG000001717	937	3
1626	MGYG000001718	874	3
1627	MGYG000001720	1157	4
1628	MGYG000001723	933	3
1629	MGYG000001724	520	1
1630	MGYG000001725	862	3
1631	MGYG000001726	815	2
1632	MGYG000001727	710	2
1633	MGYG000001728	614	1
1634	MGYG000001729	698	2
1635	MGYG000001731	862	3
1636	MGYG000001732	824	2
1637	MGYG000001733	677	2
1638	MGYG000001735	1672	4
1639	MGYG000001736	948	3
1640	MGYG000001737	707	2
1641	MGYG000001738	1166	4
1642	MGYG000001739	370	1
1643	MGYG000001740	799	2
1644	MGYG000001741	909	3
1645	MGYG000001742	1117	4
1646	MGYG000001743	301	1
1647	MGYG000001744	949	3
1648	MGYG000001745	856	3
1649	MGYG000001746	478	1
1650	MGYG000001747	513	1
1651	MGYG000001748	1182	4
1652	MGYG000001749	1161	4
1653	MGYG000001750	819	2
1654	MGYG000001752	372	1
1655	MGYG000001753	960	3
1656	MGYG000001754	720	2
1657	MGYG000001756	848	3
1658	MGYG000001757	775	2
1659	MGYG000001758	678	2
1660	MGYG000001759	890	3
1661	MGYG000001760	1219	4
1662	MGYG000001761	911	3
1663	MGYG000001762	572	1
1664	MGYG000001763	900	3
1665	MGYG000001764	708	2
1666	MGYG000001765	808	2
1667	MGYG000001766	502	1
1668	MGYG000001767	517	1
1669	MGYG000001768	409	1
1670	MGYG000001769	713	2
1671	MGYG000001770	943	3
1672	MGYG000001771	416	1
1673	MGYG000001772	721	2
1674	MGYG000001773	635	2
1675	MGYG000001774	864	3
1676	MGYG000001775	810	2
1677	MGYG000001776	468	1
1678	MGYG000001777	730	2
1679	MGYG000001778	443	1
1680	MGYG000001779	969	3
1681	MGYG000001780	2028	4
1682	MGYG000001781	758	2
1683	MGYG000001782	727	2
1684	MGYG000001783	878	3
1685	MGYG000001784	1494	4
1686	MGYG000001785	551	1
1687	MGYG000001786	356	1
1688	MGYG000001787	1053	4
1689	MGYG000001788	892	3
1690	MGYG000001789	1330	4
1691	MGYG000001790	480	1
1692	MGYG000001791	1469	4
1693	MGYG000001792	1741	4
1694	MGYG000001793	815	2
1695	MGYG000001794	196	1
1696	MGYG000001795	855	3
1697	MGYG000001797	1173	4
1698	MGYG000001798	761	2
1699	MGYG000001799	386	1
1700	MGYG000001800	519	1
1701	MGYG000001801	402	1
1702	MGYG000001802	721	2
1703	MGYG000001803	688	2
1704	MGYG000001804	635	2
1705	MGYG000001805	605	1
1706	MGYG000001806	1243	4
1707	MGYG000001807	693	2
1708	MGYG000001808	420	1
1709	MGYG000001809	1479	4
1710	MGYG000001810	987	3
1711	MGYG000001811	565	1
1712	MGYG000001812	1577	4
1713	MGYG000001813	430	1
1714	MGYG000001814	1257	4
1715	MGYG000001815	766	2
1716	MGYG000001816	1068	4
1717	MGYG000001817	794	2
1718	MGYG000001818	479	1
1719	MGYG000001819	655	2
1720	MGYG000001820	776	2
1721	MGYG000001821	909	3
1722	MGYG000001822	603	1
1723	MGYG000001823	1191	4
1724	MGYG000001824	773	2
1725	MGYG000001825	397	1
1726	MGYG000001826	803	2
1727	MGYG000001827	563	1
1728	MGYG000001828	406	1
1729	MGYG000001831	1206	4
1730	MGYG000001832	1315	4
1731	MGYG000001833	711	2
1732	MGYG000001834	451	1
1733	MGYG000001835	976	3
1734	MGYG000001836	629	2
1735	MGYG000001837	563	1
1736	MGYG000001838	795	2
1737	MGYG000001839	808	2
1738	MGYG000001840	446	1
1739	MGYG000001841	779	2
1740	MGYG000001842	893	3
1741	MGYG000001844	294	1
1742	MGYG000001845	269	1
1743	MGYG000001846	874	3
1744	MGYG000001848	662	2
1745	MGYG000001850	786	2
1746	MGYG000001851	647	2
1747	MGYG000001852	505	1
1748	MGYG000001853	623	2
1749	MGYG000001854	501	1
1750	MGYG000001855	712	2
1751	MGYG000001856	515	1
1752	MGYG000001857	703	2
1753	MGYG000001858	591	1
1754	MGYG000001859	724	2
1755	MGYG000001860	663	2
1756	MGYG000001861	336	1
1757	MGYG000001862	637	2
1758	MGYG000001863	428	1
1759	MGYG000001864	490	1
1760	MGYG000001865	612	1
1761	MGYG000001866	927	3
1762	MGYG000001867	837	3
1763	MGYG000001868	552	1
1764	MGYG000001869	551	1
1765	MGYG000001870	666	2
1766	MGYG000001871	818	2
1767	MGYG000001873	769	2
1768	MGYG000001874	739	2
1769	MGYG000001875	768	2
1770	MGYG000001876	1089	4
1771	MGYG000001878	1103	4
1772	MGYG000001879	481	1
1773	MGYG000001880	602	1
1774	MGYG000001881	1164	4
1775	MGYG000001883	327	1
1776	MGYG000001884	1484	4
1777	MGYG000001885	736	2
1778	MGYG000001886	1015	3
1779	MGYG000001888	498	1
1780	MGYG000001889	746	2
1781	MGYG000001890	752	2
1782	MGYG000001891	600	1
1783	MGYG000001892	453	1
1784	MGYG000001893	695	2
1785	MGYG000001894	647	2
1786	MGYG000001895	711	2
1787	MGYG000001897	424	1
1788	MGYG000001898	941	3
1789	MGYG000001899	668	2
1790	MGYG000001900	566	1
1791	MGYG000001901	361	1
1792	MGYG000001902	594	1
1793	MGYG000001903	709	2
1794	MGYG000001904	340	1
1795	MGYG000001905	588	1
1796	MGYG000001906	817	2
1797	MGYG000001907	283	1
1798	MGYG000001908	834	3
1799	MGYG000001909	631	2
1800	MGYG000001910	927	3
1801	MGYG000001911	1230	4
1802	MGYG000001912	579	1
1803	MGYG000001913	725	2
1804	MGYG000001914	590	1
1805	MGYG000001915	426	1
1806	MGYG000001916	668	2
1807	MGYG000001917	316	1
1808	MGYG000001918	745	2
1809	MGYG000001919	743	2
1810	MGYG000001920	1104	4
1811	MGYG000001921	1211	4
1812	MGYG000001922	376	1
1813	MGYG000001923	719	2
1814	MGYG000001924	727	2
1815	MGYG000001925	1169	4
1816	MGYG000001926	389	1
1817	MGYG000001927	904	3
1818	MGYG000001928	568	1
1819	MGYG000001929	794	2
1820	MGYG000001930	639	2
1821	MGYG000001931	878	3
1822	MGYG000001932	603	1
1823	MGYG000001933	921	3
1824	MGYG000001934	622	2
1825	MGYG000001935	811	2
1826	MGYG000001936	876	3
1827	MGYG000001937	742	2
1828	MGYG000001938	766	2
1829	MGYG000001939	874	3
1830	MGYG000001941	369	1
1831	MGYG000001942	471	1
1832	MGYG000001944	1074	4
1833	MGYG000001945	417	1
1834	MGYG000001946	229	1
1835	MGYG000001947	837	3
1836	MGYG000001948	827	2
1837	MGYG000001949	739	2
1838	MGYG000001950	638	2
1839	MGYG000001951	1126	4
1840	MGYG000001952	976	3
1841	MGYG000001953	679	2
1842	MGYG000001954	1154	4
1843	MGYG000001956	712	2
1844	MGYG000001957	599	1
1845	MGYG000001958	773	2
1846	MGYG000001959	292	1
1847	MGYG000001960	805	2
1848	MGYG000001961	599	1
1849	MGYG000001963	923	3
1850	MGYG000001964	984	3
1851	MGYG000001965	797	2
1852	MGYG000001966	268	1
1853	MGYG000001967	492	1
1854	MGYG000001968	199	1
1855	MGYG000001969	721	2
1856	MGYG000001970	1025	3
1857	MGYG000001971	1256	4
1858	MGYG000001972	1165	4
1859	MGYG000001973	580	1
1860	MGYG000001974	503	1
1861	MGYG000001975	874	3
1862	MGYG000001976	820	2
1863	MGYG000001977	1286	4
1864	MGYG000001978	385	1
1865	MGYG000001979	535	1
1866	MGYG000001980	545	1
1867	MGYG000001981	747	2
1868	MGYG000001982	984	3
1869	MGYG000001983	980	3
1870	MGYG000001984	659	2
1871	MGYG000001985	633	2
1872	MGYG000001987	1037	4
1873	MGYG000001988	1243	4
1874	MGYG000001989	407	1
1875	MGYG000001991	421	1
1876	MGYG000001992	806	2
1877	MGYG000001993	905	3
1878	MGYG000001994	800	2
1879	MGYG000001995	1609	4
1880	MGYG000001996	917	3
1881	MGYG000001998	720	2
1882	MGYG000002000	353	1
1883	MGYG000002001	905	3
1884	MGYG000002002	359	1
1885	MGYG000002004	607	1
1886	MGYG000002005	663	2
1887	MGYG000002006	1036	4
1888	MGYG000002007	1267	4
1889	MGYG000002009	771	2
1890	MGYG000002010	294	1
